StudentID,Dropout,CohortTerm_x,RegistrationDate,Gender,BirthMonth,HSDip,HSDipYr,HSGPAUnwtd,HSGPAWtd,FirstGen,DualHSSummerEnroll,EnrollmentStatus,NumColCredAttemptTransfer,NumColCredAcceptTransfer,CumLoanAtEntry,HighDeg,MathPlacement,EngPlacement,GatewayMathStatus,GatewayEnglishStatus,cohort term,Adjusted Gross Income,Parent Adjusted Gross Income,CohortTerm_y,Term,CompleteDevMath,CompleteDevEnglish,Major1,Major2,Complete1,Complete2,CompleteCIP1,CompleteCIP2,TransferIntent,DegreeTypeSought,TermGPA,CumGPA,Marital Status_Divorced,Marital Status_Married,Marital Status_Separated,Marital Status_Single,Father's Highest Grade Level_College,Father's Highest Grade Level_High School,Father's Highest Grade Level_Middle School,Father's Highest Grade Level_Unknown,Mother's Highest Grade Level_College,Mother's Highest Grade Level_High School,Mother's Highest Grade Level_Middle School,Mother's Highest Grade Level_Unknown,Housing_Off Campus,Housing_On Campus Housing,Housing_With Parent,Race
299369,0,1,20110503,1,12,1,2010,-1.0,-1,-1,0,1,-2.0,-2.0,-2,0,1,1,0,0,1,0.0,0.0,1,3,0,0,52.1401,-1.0,0,0,-2.0,-2,-1,6,3.54,3.45,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1
303260,1,1,20110803,2,9,1,-1,-1.0,-1,-1,0,2,72.0,54.5,-1,0,0,0,0,1,1,6710.0,0.0,1,1,-2,-2,13.1001,-1.0,0,0,-2.0,-2,-1,6,0.0,0.0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,4
299997,1,1,20110513,1,6,1,2010,2.34,-1,-1,0,1,-2.0,-2.0,-2,0,1,1,1,0,1,2575.0,31200.0,1,3,0,0,52.0201,-1.0,0,0,-2.0,-2,-1,6,0.0,1.21,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,4
300569,0,1,20110808,2,10,1,-1,-1.0,-1,-1,0,2,0.0,0.0,-1,0,0,0,0,0,1,27607.0,0.0,1,6,-2,-2,51.1699,-1.0,8,0,51.3899,-2,-1,6,3.9,3.74,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1
299363,0,1,20110616,2,4,1,-1,-1.0,-1,-1,0,2,70.0,87.0,-1,0,0,0,0,0,1,50735.0,0.0,1,6,-2,-2,23.0101,-1.0,0,0,-2.0,-2,-1,6,2.35,2.8,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1
300635,0,1,20110808,2,6,1,-1,-1.0,-1,-1,0,2,0.0,0.0,-1,0,0,0,0,0,1,32729.0,0.0,1,6,-2,-2,51.1699,-1.0,8,0,51.3899,-2,-1,6,3.67,3.53,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,6
299788,1,1,20110607,1,3,1,-1,2.6,-1,-1,0,1,-2.0,-2.0,-2,0,1,1,1,0,1,0.0,12871.0,1,6,0,0,52.0301,-1.0,0,0,-2.0,-2,-1,6,3.5,2.4,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1
302134,0,1,20110505,2,12,1,-1,3.2,-1,-1,0,1,-2.0,-2.0,-2,0,1,1,0,0,1,0.0,34313.0,1,6,0,0,42.0101,-1.0,0,0,-2.0,-2,-1,6,3.7,3.31,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1
301723,0,1,20110523,2,11,1,-1,-1.0,-1,-1,0,2,70.0,66.0,-1,2,0,0,0,0,1,6363.0,67267.0,1,6,-2,-2,52.1401,52.0201,0,0,-2.0,-2,-1,6,3.85,3.21,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1
283028,0,1,20110821,1,3,1,-1,-1.0,-1,-1,0,2,70.0,96.0,-1,0,0,0,0,0,1,21539.0,0.0,1,6,-2,-2,11.0101,-1.0,8,0,11.0101,-2,-1,6,4.0,2.88,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1
294970,0,1,20110629,2,10,1,-1,-1.0,-1,-1,0,2,64.0,66.0,-1,2,0,0,0,0,1,79480.0,0.0,1,3,-2,-2,52.1401,-1.0,0,0,-2.0,-2,-1,6,3.35,3.31,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1
301192,0,1,20110502,2,3,1,-1,-1.0,-1,-1,0,2,134.0,66.0,-1,0,0,0,1,0,1,2768.0,12373.0,1,6,-2,-2,52.0201,-1.0,0,0,-2.0,-2,-1,6,2.85,3.33,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1
303346,1,1,20110802,1,1,1,2010,3.2,-1,-1,0,1,-2.0,-2.0,-2,0,0,0,1,1,1,2768.0,12373.0,1,6,-2,-2,0.0,-1.0,0,0,-2.0,-2,-1,6,2.5,2.92,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1
304587,1,1,20110817,2,3,1,-1,-1.0,-1,-1,0,2,74.0,33.0,-1,2,0,0,0,0,1,2768.0,12373.0,1,1,-2,-2,51.3801,-1.0,0,0,-2.0,-2,-1,6,3.15,3.15,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1
305182,0,1,20110906,1,7,1,-1,-1.0,-1,-1,0,2,0.0,0.0,-1,2,0,0,0,0,1,36805.0,0.0,1,6,-2,-2,52.1401,-1.0,8,0,52.1401,-2,-1,6,3.5,3.25,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,6
305459,1,1,20110907,1,7,-1,-1,-1.0,-1,-1,0,1,-2.0,-2.0,-2,0,-1,-1,0,0,1,2768.0,12373.0,1,1,-1,-1,0.0,-1.0,0,0,-2.0,-2,-1,6,1.65,1.65,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1
303053,1,1,20110627,1,9,1,-1,-1.0,-1,-1,0,2,75.0,70.0,-1,2,0,0,0,0,1,2768.0,12373.0,1,3,-2,-2,42.0101,-1.0,0,0,-2.0,-2,-1,6,2.61,2.32,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1
302328,0,1,20110523,1,7,1,-1,-1.0,-1,-1,0,2,0.0,0.0,-1,2,0,0,0,0,1,9830.0,0.0,1,6,-2,-2,54.0101,-1.0,0,0,-2.0,-2,-1,6,3.7,3.67,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,6
301676,1,1,20110816,1,2,1,2010,2.2,-1,-1,0,1,-2.0,-2.0,-2,0,1,1,0,0,1,0.0,23614.0,1,3,0,1,9.0101,-1.0,0,0,-2.0,-2,-1,6,0.0,0.45,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1
300895,0,1,20110614,2,2,1,2011,3.38,-1,-1,0,1,-2.0,-2.0,-2,0,1,1,0,0,1,0.0,14961.0,1,6,0,0,51.0999,-1.0,0,0,-2.0,-2,-1,6,3.0,2.88,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1
299456,0,1,20110427,2,2,1,2011,3.1,-1,-1,0,1,-2.0,-2.0,-2,0,1,1,0,0,1,0.0,61756.0,1,3,0,0,52.0201,-1.0,8,0,52.0201,-2,-1,6,3.04,3.01,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1
303183,1,1,20110616,1,2,1,2010,3.66,-1,-1,0,1,-2.0,-2.0,-2,0,0,1,1,0,1,0.0,42955.0,1,1,-2,0,52.1401,-1.0,0,0,-2.0,-2,-1,6,3.14,3.14,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1
298767,1,1,20110622,2,2,1,-1,2.5,-1,-1,0,1,-2.0,-2.0,-2,0,1,1,0,0,1,0.0,24098.0,1,3,0,1,43.0199,-1.0,0,0,-2.0,-2,-1,6,0.0,0.0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,4
297755,0,1,20110630,1,2,1,2011,2.6,-1,-1,0,1,-2.0,-2.0,-2,0,0,1,1,0,1,0.0,23990.0,1,6,-2,0,52.0301,-1.0,0,0,-2.0,-2,-1,6,3.7,1.91,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1
297083,1,1,20110601,2,7,1,2011,2.45,-1,-1,0,1,-2.0,-2.0,-2,0,1,1,0,0,1,0.0,69287.0,1,3,0,0,50.0701,-1.0,0,0,-2.0,-2,-1,6,1.6,2.13,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,4
303435,1,1,20110726,2,4,1,-1,-1.0,-1,-1,0,2,61.0,66.0,-1,0,0,0,0,0,1,0.0,23688.0,1,3,-2,-2,27.0101,13.1209,0,0,-2.0,-2,-1,6,2.27,2.94,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,6
305281,1,1,20110825,1,11,1,-1,-1.0,-1,-1,0,2,0.0,0.0,-1,0,0,0,0,0,1,2768.0,12373.0,1,1,-2,-2,0.0,-1.0,0,0,-2.0,-2,-1,6,3.7,3.7,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1
301313,1,1,20110620,2,11,1,-1,-1.0,-1,-1,0,2,64.0,64.0,-1,2,0,0,0,0,1,48088.0,0.0,1,6,-2,-2,52.0201,-1.0,0,0,-2.0,-2,-1,6,1.65,2.98,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1
303775,1,1,20110809,2,10,1,-1,-1.0,-1,-1,0,2,69.0,59.0,-1,2,0,0,0,0,1,18410.0,0.0,1,6,-2,-2,50.0701,-1.0,0,0,-2.0,-2,-1,6,2.0,3.67,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,4
300221,1,1,20110720,1,9,1,2011,2.76,-1,-1,0,1,-2.0,-2.0,-2,0,0,1,1,0,1,0.0,28040.0,1,3,-2,0,27.0101,-1.0,0,0,-2.0,-2,-1,6,3.6,3.3,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1
304227,1,1,20110808,2,11,1,-1,-1.0,-1,-1,0,2,61.0,48.0,-1,0,0,0,0,0,1,0.0,40158.0,1,1,-2,-2,45.1101,-1.0,0,0,-2.0,-2,-1,6,2.27,2.27,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,4
301813,0,1,20110808,1,3,1,-1,-1.0,-1,-1,0,2,0.0,0.0,-1,0,0,0,0,0,1,23078.0,0.0,1,6,-2,-2,51.1699,-1.0,8,0,51.3899,-2,-1,6,3.9,3.48,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,6
301624,0,1,20110808,2,3,1,-1,-1.0,-1,-1,0,2,65.0,65.0,-1,2,0,0,0,0,1,0.0,0.0,1,6,-2,-2,45.1101,-1.0,7,0,45.1101,-2,-1,6,3.15,3.07,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,6
299713,0,1,20110825,1,5,1,-1,-1.0,-1,-1,0,2,0.0,0.0,-1,2,0,0,0,0,1,2768.0,12373.0,1,6,-2,-2,52.0201,52.1401,0,0,-2.0,-2,-1,6,4.0,3.78,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,6
293485,1,1,20110524,2,2,1,-1,-1.0,-1,-1,0,2,80.0,66.0,-1,2,0,0,0,0,1,20504.0,0.0,1,6,-2,-2,42.0101,-1.0,0,0,-2.0,-2,-1,6,4.0,3.55,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1
298859,1,1,20110613,2,4,1,2011,-1.0,-1,-1,0,1,-2.0,-2.0,-2,0,1,1,0,0,1,0.0,16450.0,1,3,0,0,23.0101,-1.0,0,0,-2.0,-2,-1,6,0.5,1.42,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,4
299006,1,1,20110517,2,1,1,2011,-1.0,-1,-1,0,1,-2.0,-2.0,-2,0,1,1,0,0,1,0.0,0.0,1,3,0,0,9.0101,-1.0,0,0,-2.0,-2,-1,6,2.75,2.68,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,4
301422,1,1,20110414,1,5,1,-1,-1.0,-1,-1,0,2,78.0,56.0,-1,0,1,1,0,0,1,16639.0,0.0,1,1,0,1,43.0399,-1.0,0,0,-2.0,-2,-1,6,0.0,0.0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1
299959,1,1,20110518,2,4,1,2011,2.8,-1,-1,0,1,-2.0,-2.0,-2,0,1,1,0,0,1,0.0,45890.0,1,3,1,1,42.0101,-1.0,0,0,-2.0,-2,-1,6,2.2,2.7,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1
300608,1,1,20110525,1,11,1,2011,2.4,-1,-1,0,1,-2.0,-2.0,-2,0,0,1,1,0,1,0.0,37785.0,1,1,-2,1,54.0101,-1.0,0,0,-2.0,-2,-1,6,0.0,0.0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1
304552,0,1,20110825,2,2,-1,-1,-1.0,-1,-1,0,2,117.0,96.0,-1,2,0,0,0,0,1,21122.0,0.0,1,6,-2,-2,26.0101,-1.0,0,0,-2.0,-2,-1,6,0.0,2.96,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1
300586,0,1,20110728,2,3,1,-1,-1.0,-1,-1,0,2,0.0,0.0,-1,0,0,0,0,0,1,17267.0,0.0,1,3,-2,-2,51.1699,-1.0,8,0,51.3899,-2,-1,6,4.0,3.85,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,6
303907,0,1,20110627,2,12,1,-1,-1.0,-1,-1,0,2,67.0,63.0,-1,2,0,0,0,0,1,2768.0,12373.0,1,6,-2,-2,23.0101,-1.0,0,0,-2.0,-2,-1,6,3.0,3.22,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,6
299408,1,1,20110518,2,8,1,2011,3.3,-1,-1,0,1,-2.0,-2.0,-2,2,0,1,1,0,1,0.0,29667.0,1,3,-2,0,52.0201,-1.0,0,0,-2.0,-2,-1,6,3.2,2.85,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,4
301562,1,1,20110425,1,8,1,2010,3.22,-1,-1,0,1,-2.0,-2.0,-2,0,1,1,0,0,1,0.0,39944.0,1,3,0,0,45.1101,-1.0,0,0,-2.0,-2,-1,6,0.0,2.73,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,4
277866,1,1,20110825,2,8,1,-1,-1.0,-1,-1,0,1,-2.0,-2.0,-2,0,-1,-1,0,0,1,2768.0,12373.0,1,1,-1,-1,0.0,-1.0,0,0,-2.0,-2,-1,6,3.5,3.5,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,6
303428,0,1,20110531,1,5,1,-1,-1.0,-1,-1,0,2,69.0,70.0,-1,2,0,0,0,0,1,17850.0,92728.0,1,6,-2,-2,52.0301,-1.0,8,0,52.0301,-2,-1,6,4.0,2.93,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,6
302917,1,1,20110823,2,11,1,-1,2.58,-1,-1,0,1,-2.0,-2.0,-2,0,1,1,0,1,1,0.0,92002.0,1,3,0,0,26.0101,-1.0,0,0,-2.0,-2,-1,6,0.0,0.6,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,4
304854,1,1,20110825,1,2,2,-1,-1.0,-1,-1,0,1,-2.0,-2.0,-2,0,-1,-1,0,0,1,0.0,9365.0,1,1,-1,-1,45.0601,-1.0,0,0,-2.0,-2,-1,6,2.56,2.56,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,4
303599,1,1,20110825,2,11,1,-1,-1.0,-1,-1,0,2,52.0,52.0,-1,0,0,0,0,0,1,2768.0,12373.0,1,6,-2,-2,52.0201,52.1401,0,0,-2.0,-2,-1,6,3.5,2.62,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,6
264697,0,1,20110516,1,3,1,2008,-1.0,-1,-1,0,2,68.0,66.0,-1,0,0,0,0,0,1,11713.0,10126.0,1,6,-2,-2,43.0199,-1.0,0,0,-2.0,-2,-1,6,3.15,2.85,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,3
303565,0,1,20110808,2,7,1,-1,-1.0,-1,-1,0,2,0.0,0.0,-1,0,0,0,0,0,1,0.0,87501.0,1,6,-2,-2,51.1699,-1.0,8,0,51.3899,-2,-1,6,3.42,3.23,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1
304279,0,1,20110824,1,1,1,-1,-1.0,-1,-1,0,2,64.0,64.0,-1,2,0,0,0,0,1,17959.0,0.0,1,6,-2,-2,52.0801,-1.0,0,0,-2.0,-2,-1,6,2.3,3.23,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,6
299396,1,1,20110607,2,8,1,2010,-1.0,-1,-1,0,1,-2.0,-2.0,-2,0,1,1,0,0,1,0.0,41791.0,1,3,0,1,43.0199,-1.0,0,0,-2.0,-2,-1,6,2.35,2.54,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1
299020,0,1,20110606,1,9,1,-1,-1.0,-1,-1,0,1,-2.0,-2.0,-2,0,1,1,0,1,1,0.0,22606.0,1,6,0,0,43.0199,-1.0,0,0,-2.0,-2,-1,6,3.0,2.61,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,6
301684,1,1,20110803,1,11,1,2010,3.29,-1,-1,0,1,-2.0,-2.0,-2,0,1,1,0,0,1,0.0,42799.0,1,1,0,0,0.0,-1.0,0,0,-2.0,-2,-1,6,2.33,2.33,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,4
293205,0,1,20110822,1,4,1,-1,-1.0,-1,-1,0,2,66.0,65.0,-1,2,0,0,0,0,1,16143.0,0.0,1,6,-2,-2,43.0399,-1.0,0,0,-2.0,-2,-1,6,4.0,4.0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,6
303305,0,1,20110718,2,1,1,-1,-1.0,-1,-1,0,2,83.0,66.0,-1,2,0,0,0,0,1,32168.0,0.0,1,3,-2,-2,43.0399,-1.0,8,0,43.0399,-2,-1,6,2.72,3.34,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1
268879,0,1,20110412,2,7,1,-1,-1.0,-1,-1,0,2,90.0,69.0,-1,2,0,0,0,0,1,3298.0,32080.0,1,6,-2,-2,51.3899,-1.0,0,0,-2.0,-2,-1,6,4.0,4.0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1
298895,1,1,20110620,2,6,1,2011,2.99,-1,-1,0,1,-2.0,-2.0,-2,0,0,1,0,0,1,0.0,25683.0,1,6,-2,0,52.0301,-1.0,0,0,-2.0,-2,-1,6,2.0,2.26,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,3
299243,1,1,20110601,2,7,1,2011,-1.0,-1,-1,0,1,-2.0,-2.0,-2,0,1,1,0,0,1,5448.0,12589.0,1,6,0,0,52.1401,-1.0,0,0,-2.0,-2,-1,6,3.0,2.38,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,4
301078,1,1,20110627,2,1,1,-1,-1.0,-1,-1,0,2,82.0,57.0,-1,0,0,0,0,0,1,65077.0,0.0,1,6,-2,-2,51.3801,-1.0,0,0,-2.0,-2,-1,6,4.0,3.3,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1
301377,0,1,20110808,2,8,1,-1,-1.0,-1,-1,0,2,0.0,0.0,-1,0,0,0,0,0,1,2768.0,12373.0,1,6,-2,-2,51.1699,-1.0,8,0,51.3899,-2,-1,6,3.54,3.63,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,6
300367,0,1,20110728,1,9,1,-1,-1.0,-1,-1,0,2,0.0,0.0,-1,0,0,0,0,0,1,2768.0,12373.0,1,3,-2,-2,51.1699,-1.0,8,0,51.3899,-2,-1,6,4.0,3.96,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,6
301653,0,1,20110816,2,1,1,-1,-1.0,-1,-1,0,2,0.0,0.0,-1,2,0,0,0,0,1,11884.0,14251.0,1,6,-2,-2,0.0,-1.0,0,0,-2.0,-2,-1,6,3.82,3.06,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1
299272,1,1,20110803,2,8,1,2011,-1.0,-1,-1,0,1,-2.0,-2.0,-2,0,1,1,0,1,1,0.0,12372.0,1,3,1,0,0.0,-1.0,0,0,-2.0,-2,-1,6,2.0,2.55,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1
297218,0,1,20110427,2,6,1,-1,3.5,-1,-1,0,1,-2.0,-2.0,-2,0,0,1,0,0,1,0.0,0.0,1,3,-2,0,26.0101,-1.0,7,0,26.0101,-2,-1,6,2.11,3.18,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1
299086,0,1,20110707,1,10,1,-1,2.8,-1,-1,0,1,-2.0,-2.0,-2,0,1,1,0,0,1,489.0,15810.0,1,6,0,0,52.0301,-1.0,0,0,-2.0,-2,-1,6,3.15,3.0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,3
299972,1,1,20110706,2,6,1,2011,2.6,-1,-1,0,1,-2.0,-2.0,-2,0,1,1,0,0,1,0.0,56611.0,1,3,1,0,26.0101,-1.0,0,0,-2.0,-2,-1,6,0.0,0.79,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,4
303358,0,1,20110608,1,12,1,-1,-1.0,-1,-1,0,2,68.0,63.0,-1,2,0,0,0,0,1,11967.0,112784.0,1,3,-2,-2,52.0301,-1.0,8,0,52.0301,-2,-1,6,3.73,3.29,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,6
297892,1,1,20110418,2,8,1,-1,-1.0,-1,-1,0,2,12.0,62.0,-1,0,0,0,0,0,1,0.0,0.0,1,1,-2,-2,54.0101,-1.0,0,0,-2.0,-2,-1,6,2.78,2.78,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1
301309,0,1,20110502,2,9,1,-1,-1.0,-1,-1,0,1,-2.0,-2.0,-2,0,1,1,0,1,1,0.0,13048.0,1,6,0,0,26.0101,-1.0,0,0,-2.0,-2,-1,6,3.7,2.71,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1
296633,1,1,20110829,2,8,1,-1,-1.0,-1,-1,0,2,75.5,66.0,-1,2,0,0,0,0,1,13693.0,0.0,1,6,-2,-2,27.0101,13.1202,0,0,-2.0,-2,-1,6,0.0,2.07,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,4
302533,0,1,20110802,2,8,1,2011,1.5,-1,-1,0,1,-2.0,-2.0,-2,0,1,1,0,0,1,0.0,34666.0,1,6,0,0,0.0,-1.0,0,0,-2.0,-2,-1,6,2.85,2.43,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,4
294406,0,1,20110606,1,8,1,2011,-1.0,-1,-1,0,1,-2.0,-2.0,-2,0,1,1,0,0,1,0.0,25811.0,1,3,0,0,45.1001,-1.0,0,0,-2.0,-2,-1,6,0.0,1.81,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,4
303601,0,1,20110825,2,11,1,-1,-1.0,-1,-1,0,2,63.0,63.0,-1,2,0,0,0,0,1,54031.0,0.0,1,6,-2,-2,52.0801,-1.0,8,0,52.0801,-2,-1,6,4.0,3.45,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,6
302183,1,1,20110802,2,12,1,-1,-1.0,-1,-1,0,2,65.0,65.0,-1,2,0,0,0,0,1,80594.0,0.0,1,6,-2,-2,54.0101,13.1001,0,0,-2.0,-2,-1,6,3.7,3.81,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1
270506,1,1,20110428,1,12,1,-1,-1.0,-1,-1,0,2,52.0,66.0,-1,0,0,0,0,0,1,0.0,48281.0,1,6,-2,-2,43.0203,-1.0,0,0,-2.0,-2,-1,6,2.15,3.76,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1
298325,1,1,20110420,2,10,1,2011,3.0,-1,-1,0,1,-2.0,-2.0,-2,0,1,1,0,0,1,0.0,161373.0,1,3,0,0,43.0199,-1.0,0,0,-2.0,-2,-1,6,2.89,2.92,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1
298033,1,1,20110606,2,5,1,2011,-1.0,-1,-1,0,1,-2.0,-2.0,-2,0,1,0,0,1,1,12580.0,17508.0,1,3,0,-2,27.0101,-1.0,0,0,-2.0,-2,-1,6,2.92,2.84,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,6
